id;cpath;opath
61;[33, 8460, 34, 35, 5645, 5641, 7812, 5644, 1048, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5116, 704, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1478, 1480, 3446, 1487, 701, 3492, 7208, 7617, 698, 11033, 699, 2491, 683, 685, 7007, 2407, 687, 784, 689, 7001, 3593, 1645, 691, 2462, 1632, 2575, 1641, 694, 2559, 2571, 2579, 3867, 1685, 1597, 697, 1602, 3833, 3949, 168, 1425, 164, 1541, 2401, 4866, 166, 1377, 1470, 1384, 170, 2521, 2518, 3875, 1621, 1413, 172, 3894, 1618, 5071, 4361, 1408, 5083];[33, 33, 5644, 1048, 7259, 6994, 2377, 725, 714, 704, 711, 1729, 3453, 3451, 1480, 1487, 3492, 7617, 683, 685, 2407, 1645, 2462, 694, 2559, 2579, 1685, 3833, 3949, 1541, 1377, 1470, 1384, 3875, 1413, 1618, 1618, 5071, 4361, 5083]
62;[];[]
63;[10260, 5650, 10171, 10172, 5652, 7224, 7226, 7222, 7228, 9128, 2165, 8740, 4637, 4960, 10179, 2383, 10710, 892, 10182, 578, 10194, 10184, 1340, 10192, 897, 1332, 1320, 10187, 10190, 1314, 5594, 5576, 5560, 5558, 5554, 1244, 1220, 5593, 5596, 7236, 5590, 5588, 5561, 5567, 5550, 5559, 1173, 1175, 1191, 5540, 1766, 1769, 6828, 2353, 1774, 6247, 6242, 6231];[10260, 5650, 5652, 7224, 7222, 7228, 2165, 4637, 4960, 10710, 10710, 578, 1340, 897, 10190, 5558, 1220, 5590, 5550, 1175, 5540, 2353, 1774, 6242, 6242, 6242, 6242, 6242, 6242, 6231, 6231]
64;[729, 766, 1678, 7749, 764, 7750, 6750, 6751, 7815, 6431, 828, 7950, 46, 7955, 7954, 6760, 7953, 10559, 69, 65, 6759, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5114, 7029, 7031, 7032, 7038, 719, 10668, 8482, 10669, 718, 5413, 5416, 1719, 1720, 1707, 3283, 3281, 1705, 7057, 1159, 3278, 3286, 3288, 866, 5685, 869, 52, 54, 58, 23, 22, 75, 8202, 6745, 1055, 29, 11059, 30, 28, 25, 5644, 1048, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5114, 7029, 7031, 7032, 7038, 719, 10668, 8483, 369, 162, 8485, 10979, 7510, 10109, 4869, 10544, 4870, 2459, 533, 419, 5275, 5269, 421, 7166, 408, 4891, 7092, 1942, 410, 8963, 5397, 7764, 305, 8922, 8734, 8924, 306, 309, 312, 4877, 4876, 9881, 4886, 1759];[729, 729, 729, 7749, 7750, 7750, 7750, 7750, 6751, 7815, 7815, 6431, 6760, 7953, 6759, 62, 6994, 2377, 725, 5114, 10668, 10668, 11059, 28, 162, 8485, 10109, 2459, 533, 419, 421, 408, 408, 4891, 410, 5397, 305, 8924, 309, 9881, 9881, 1759, 1759]
65;[7828, 7706, 8775, 8779, 245, 7911, 773, 7912, 244, 8780, 7707, 7827, 246, 1058, 769, 3366, 7739, 7737, 7742, 7740, 3368, 7748, 7749, 764, 7750, 6750, 6751, 7815, 6431, 828, 7950, 46, 7955, 7953, 10559, 69, 64];[7828, 8779, 7911, 773, 769, 3366, 3368, 3368, 7748, 7750, 6750, 6751, 7815, 7815, 828, 7953, 10559, 64]
66;[9558, 1963, 1962, 1938, 419, 5275, 5268, 3310, 5269, 422, 9849, 531, 532, 535, 8266, 5257, 538, 3144, 3162, 566, 10565, 3194, 3195, 7480, 3295, 10563, 3175, 1967, 8323, 8320, 567, 572, 8719, 573, 575, 7917, 7915, 559, 561, 563, 4594, 10198, 889, 4590, 987, 125, 124, 7308, 106, 583, 581, 10082, 2329, 6996, 861, 8738, 6990];[9558, 1963, 1962, 1962, 1962, 419, 5275, 5275, 5268, 5268, 5268, 5268, 5268, 5268, 5268, 5268, 5268, 5268, 5268, 5269, 5269, 5269, 9849, 531, 532, 532, 532, 532, 532, 532, 535, 8266, 5257, 3144, 566, 3195, 3195, 3295, 8320, 572, 8719, 573, 559, 561, 4594, 889, 987, 125, 125, 125, 124, 583, 581, 2329, 8738, 6990, 6990, 6990, 6990, 6990, 6990]
67;[7617, 698, 11033, 699, 2492, 680, 7614, 7616, 7209, 7211, 7212, 9568, 485, 8501, 11048, 492, 493, 495, 10704, 6728, 489, 488, 500, 498, 10062, 5388, 137, 5113, 10124, 5117, 132, 621, 8258, 632, 131, 8256, 2046, 8252, 126, 8, 2039, 6811, 2003, 5287, 2146, 10045, 2154, 6821, 6823, 6230, 6221, 6213, 6211, 6132, 4963, 6085, 4951, 4917, 8677, 8671, 4948, 8660, 4944, 10282, 4955];[7617, 7617, 11033, 680, 7209, 9568, 493, 488, 488, 10062, 10062, 5388, 5388, 137, 137, 5113, 10124, 132, 132, 621, 8258, 131, 8256, 8256, 8252, 8, 2039, 5287, 10045, 6821, 6221, 6211, 6132, 6085, 4951, 8677, 8671, 8660, 8660, 4944, 4955, 4955, 4955, 4955, 4955, 4955]
68;[8093, 5359];[8093, 5359]
69;[];[]
70;[5816, 402, 11051, 403, 395, 5967, 5981, 6053, 4969, 8681, 11041, 6110, 8040, 379, 8041, 6111, 11042, 8682, 4970, 6054, 5980, 5968, 396, 397, 390, 16, 10051, 387, 389, 4972, 354, 356, 4765, 8675, 4934, 4928, 4941, 4768, 4764, 8666];[5816, 395, 395, 395, 395, 5981, 5981, 6053, 8681, 8681, 11041, 8040, 379, 4972, 4972, 4765, 4928, 4768, 4768, 4764, 4764, 4764, 8666, 8666, 8666]
71;[10364, 7920, 7917, 7916, 7918, 577, 1298, 10365, 1859, 435, 437, 440, 3171, 442, 1965, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 445, 9558, 1963, 1962, 1938, 419, 5275, 5269, 421, 7166, 408, 4891, 7092, 1942, 411, 417, 413, 5391, 415, 1948, 10374, 10382, 10383, 10378, 1953, 5463, 265, 5425, 5418, 5477, 5421, 11031, 11029, 5457, 5474, 5420, 6771, 9021, 182, 10772, 10704, 6728, 489, 487, 484, 9567, 7213, 486, 787, 792, 789, 791, 1605, 698, 11033, 699, 2491, 683, 684, 2442];[10364, 7920, 7916, 7916, 7918, 7918, 1859, 435, 440, 1965, 3205, 445, 1963, 1963, 1963, 1938, 5269, 408, 411, 415, 1948, 1948, 10383, 10383, 10378, 10378, 10378, 1953, 1953, 182, 10704, 487, 9567, 787, 1605, 683, 684, 2442, 2442, 2442]
72;[9558, 1963, 1961, 535, 8266, 5257, 538, 3144, 3162, 566, 10565, 3193, 3197, 3192];[9558, 1963, 1963, 1963, 1963, 535, 535, 535, 8266, 5257, 3162, 3162, 566, 3197, 3197, 3197, 3192, 3192, 3192, 3192, 3192]
73;[6613, 6612, 1798, 1793, 1797, 10074, 1788, 10078, 10079, 1786, 2081, 1780, 2047, 2040, 10250, 1782, 1220, 5593, 5596, 7236, 5590, 5588, 5561, 5567, 5549, 5556, 10515, 10516, 5556, 10514, 5563, 5577, 9423, 1186, 452, 3082, 6914, 448, 3011, 7138, 3013, 3018, 3021, 3039, 3041, 3087, 3083, 449, 1222, 1236, 1161, 2807, 2840, 2845, 2868, 2865, 8855, 8857, 1089, 1092, 4795, 1097, 2821, 1094, 4790, 4795, 1097, 2820, 1989, 1099, 10609, 7240, 1696, 1165, 3000, 1167, 9381, 1215, 2025, 2026, 8725, 8726, 2305, 5183, 1257, 1170, 1258, 8728, 5648, 4793, 2124, 1171, 1255, 4793, 2122, 1301, 429, 432, 577, 1299, 1172, 1302, 1301, 429, 432, 577, 1298, 10364, 7920, 7917, 7915, 559, 561, 563, 4594, 10199, 2018, 1342, 894, 898, 8250, 423, 5569, 10187, 10190, 1314, 5594, 5576, 5560, 5558, 5553, 6610, 1801, 6613, 6612];[6613, 6612, 1798, 1793, 1797, 10074, 10079, 1786, 1786, 2040, 1782, 1782, 1782, 1220, 5596, 5588, 5556, 5556, 5556, 10515, 10515, 10515, 10515, 10515, 10516, 10516, 10516, 10516, 10516, 10516, 10516, 10516, 10516, 10516, 10514, 10514, 5563, 1186, 6914, 448, 3011, 3013, 3018, 3018, 3018, 3018, 3018, 3018, 3018, 3021, 3039, 3039, 3039, 3083, 3083, 1222, 1161, 1094, 1099, 7240, 1696, 1696, 1696, 1696, 1696, 1165, 1167, 1170, 1170, 8728, 2124, 1299, 432, 432, 432, 432, 432, 10364, 10364, 10364, 10364, 10364, 10364, 10364, 7920, 7920, 7915, 7915, 559, 561, 4594, 1342, 898, 5569, 5569, 5569, 5576, 5558, 5553, 6613, 6612, 6612, 6612, 6612, 6612, 6612, 6612, 6612, 6612, 6612, 6612, 6612, 6612, 6612, 6612, 6612]
74;[];[]
75;[8201, 5017, 4788, 18, 20, 8158, 8162, 8161, 56, 58, 24, 10039, 5129, 3103, 5133, 3091, 3093, 8210, 3347, 79, 76, 7685, 7903, 5498, 753, 756, 760];[8201, 8201, 4788, 18, 8162, 8161, 8161, 56, 56, 24, 5129, 5133, 3093, 8210, 79, 79, 79, 76, 76, 7685, 5498, 753, 756, 760]
76;[8201, 5016, 32, 6745, 1055, 28, 25, 5643, 7811, 5640, 5646, 5639, 6753, 6750, 6751, 7815, 6432, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7681, 8245, 770, 8243, 10259, 925, 10273, 6412, 931, 939, 927, 9691, 833, 7782, 837, 7867, 7864, 7855, 948, 7655, 6627, 961];[8201, 8201, 5016, 5016, 7811, 5646, 6753, 7432, 732, 7807, 770, 925, 10273, 931, 931, 939, 9691, 833, 833, 7782, 837, 7855, 6627, 961]
77;[7953, 10559, 69, 64, 7818, 727, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7681, 8245, 770, 8242, 829, 8624, 8456, 773, 7912, 244, 8780, 7707, 7827, 246, 1058, 768, 773, 7912, 244, 8780, 7707];[7953, 7953, 69, 64, 64, 64, 7818, 727, 729, 729, 7749, 7751, 7432, 11071, 7681, 8242, 8624, 8456, 246, 1058, 7707]
78;[1054, 92, 7797, 90, 3099, 3095, 3100, 3109, 3105, 3097, 10673, 7051, 4511, 1042, 875, 886, 874, 573, 576];[1054, 1054, 92, 92, 7797, 7797, 7797, 90, 3099, 3100, 3100, 3105, 10673, 4511, 1042, 875, 886, 874, 874, 874, 874, 573, 576, 576, 576]
79;[7950, 46, 7955, 7953, 10559, 69, 64, 7818, 727, 730, 6431, 828, 7950, 46, 7955, 7953, 10559, 69, 64, 7818, 727, 729, 766, 1678, 7749, 764, 7750, 6749, 6755, 1970, 7931, 68, 6756, 7932, 7816, 7815, 6432, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7682, 7686, 8752, 941, 1052, 3355, 7904, 7684, 77, 7687, 8212, 8214, 5131, 111];[7950, 7950, 68, 68, 6756, 7932, 7932, 7815, 7815, 7815, 6432, 729, 729, 729, 729, 729, 1678, 7751, 7432, 732, 7809, 7807, 8752, 8752, 1052, 7904, 77, 7687, 8212, 8214, 111, 111, 111, 111]
80;[];[]
81;[369, 162, 8485, 10979, 7510, 10109, 4869, 10544, 4870, 2459, 533, 420, 5273, 7785, 527, 7172, 5365, 9845, 8645, 5728, 5229, 2371, 546, 7287, 7284, 7286, 545, 8757];[369, 369, 369, 162, 8485, 10979, 2459, 533, 533, 533, 533, 420, 420, 420, 420, 420, 527, 527, 527, 527, 5365, 8645, 5728, 5229, 5229, 546, 7287, 7287, 7284, 7284, 7284, 7284, 7284, 7284, 7284, 8757, 8757, 8757, 8757, 8757, 8757, 8757]
82;[10258, 8240, 772, 8244, 7709, 7686, 8752, 941, 1052, 3355, 7904, 7684, 77, 7687, 8212, 8214, 5131, 111, 114, 4509, 1973, 3090, 560, 7918, 577];[10258, 10258, 10258, 8240, 7709, 8752, 3355, 7904, 7904, 7684, 77, 8214, 111, 111, 114, 4509, 7918, 577, 577, 577, 577, 577, 577, 577, 577]
83;[835, 7712, 8475, 7710, 755, 3351, 940, 30, 29, 11058, 7809, 7807, 7681, 8245, 770, 8242, 829, 8624, 8456, 773, 7912, 244, 8780, 7707, 7827, 246, 1058, 768, 773, 7912, 244, 8780, 7707, 7828, 7706, 8776, 7423, 242, 5492, 242];[835, 7712, 8475, 7710, 755, 755, 755, 3351, 940, 30, 7809, 7809, 7807, 8242, 8624, 8456, 1058, 7828, 7423, 242, 242, 242, 242]
84;[7820, 52, 54, 57, 5134, 7044, 10366, 740, 3343, 3340, 5690, 3342, 584, 3136, 5282, 5285, 880, 569, 440, 3171, 441, 3269];[7820, 7820, 7820, 52, 52, 54, 57, 10366, 3343, 3342, 5285, 880, 569, 3171, 441, 3269]
85;[51, 37, 41, 60, 10013, 866, 5685, 869, 52, 54, 57, 5134, 7045, 7046, 7041, 7048, 7061, 7819, 816, 815, 3277, 5411, 865, 555, 2604, 10015, 10019, 2455, 3119, 537, 1960, 3335, 1901, 8633, 550, 556, 5229, 2371, 546, 7286, 543, 5716, 6477, 542, 6484, 6639, 6501, 9842, 6505, 6508, 6522, 6526, 6528, 6534, 1078, 6592];[51, 51, 51, 37, 41, 60, 10013, 10013, 866, 52, 52, 52, 54, 54, 54, 57, 7045, 7046, 7048, 7048, 7061, 7819, 816, 815, 5411, 865, 2604, 3119, 537, 1960, 1901, 1901, 1901, 8633, 8633, 550, 5229, 2371, 7286, 542, 6484, 6534, 6534, 6534, 6534, 6534, 1078, 1078, 1078, 6592, 6592, 6592, 6592, 6592, 6592, 6592]
86;[];[]
87;[];[]
88;[];[]
89;[];[]
90;[];[]
91;[817, 1709, 1708, 815, 3277, 5411, 863, 2610, 914, 7974, 3123, 908, 3229, 10024, 10022, 3147, 3169, 911, 3273, 540, 445, 9558, 1963];[817, 1709, 1709, 1709, 1708, 1708, 815, 815, 863, 2610, 7974, 3147, 3273, 540, 445, 1963, 1963, 1963, 1963]
92;[5269, 421, 7166, 408, 4891, 7092, 1942, 411, 417, 413, 5391, 415, 1948, 10374, 10382, 10383, 10378, 1953, 5463, 265, 5425, 5418, 5477, 5423, 5450, 5437, 5451, 5455, 5024, 9706, 9708, 6967, 6963, 1583, 8716, 6960, 1517, 1546, 1550, 1658, 5095, 1543, 1660, 7081];[5269, 5269, 5269, 4891, 413, 415, 1948, 1953, 1953, 265, 5418, 5437, 5455, 5024, 6963, 1517, 1658, 1660, 7081, 7081, 7081]
93;[];[]
94;[5134, 7044, 10366, 741, 10407, 734, 875, 886, 873, 8701, 2362, 1854, 906, 5248, 9650, 738, 8048, 437, 440, 3171, 442, 1965, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 445, 9558, 1963];[5134, 5134, 5134, 5134, 7044, 7044, 7044, 7044, 7044, 10366, 741, 10407, 10407, 10407, 10407, 10407, 875, 875, 886, 873, 2362, 2362, 2362, 2362, 906, 906, 5248, 9650, 738, 8048, 8048, 8048, 8048, 8048, 8048, 437, 440, 440, 442, 1965, 1965, 1965, 3205, 3304, 445, 9558, 9558, 9558, 9558, 1963]
95;[7252, 7511, 10978, 8481, 264, 8047, 9300, 161, 8483, 368, 5107, 1717, 1707, 3283, 3281, 1705, 7057, 1159, 3278, 3286, 3288, 866, 5685, 869, 52, 54, 58, 23, 22, 75, 8202, 6745, 1055, 29];[7252, 7252, 7511, 10978, 9300, 161, 8483, 368, 5107, 1717, 3278, 866, 52, 52, 52, 52, 54, 58, 22, 75, 75, 75, 6745, 29, 29]
96;[7874, 758, 4770, 857, 852, 854, 7870, 8459, 107, 93, 99, 2127, 8765, 122, 900, 4597, 4588, 563, 4594, 10198, 890, 10204, 1353];[7874, 4770, 857, 852, 854, 8459, 8459, 107, 93, 99, 122, 900, 900, 4597, 4597, 4588, 4594, 10198, 10204, 1353, 1353, 1353, 1353]
97;[];[]
98;[9000, 10140, 4236, 9584, 282, 279, 284, 274, 292, 298, 2632, 2643, 8325, 5662, 2640, 10540, 10706, 10541, 9659, 7635, 9652];[9000, 9000, 284, 292, 2632, 8325, 5662, 9659, 9652]
99;[3107, 5130, 5134, 7045, 7046, 7041, 7048, 7061, 7819, 816, 814, 3113, 5671, 5672, 812, 916, 162, 8485, 10978, 8481, 264, 8047, 9299, 10147, 10145, 5238, 7230, 10369, 10370, 8027, 5373, 5376, 7232];[3107, 3107, 3107, 3107, 3107, 3107, 5130, 5134, 7046, 7048, 7048, 7819, 816, 3113, 812, 916, 162, 10978, 9299, 10145, 10370, 8027, 8027, 8027, 5373, 5376, 7232, 7232, 7232, 7232, 7232, 7232, 7232, 7232]
100;[330];[330, 330, 330]
101;[];[]
102;[];[]
103;[1652, 1432, 1533, 7023, 6941, 1561, 1559, 7037, 7043, 1545, 7895, 1456, 2512, 2515, 1528, 6957, 1518, 8713, 6965, 9598, 188, 10238, 5467, 6775, 5432, 9873, 11029, 5457, 5474, 5420, 6771, 9021, 183, 185, 10385, 5435, 7232, 5445, 2450, 2426, 5236, 2427, 187];[1652, 6941, 7895, 2515, 8713, 188, 10238, 5467, 6775, 6771, 9021, 183, 183, 183, 183, 5435, 7232, 2450, 2426, 187]
104;[9691, 832, 7780, 6626, 934, 7773, 9690, 928, 6740, 7463, 933, 937, 930, 6414, 10273, 6412, 931, 939, 927, 9691, 832, 7780, 6626, 934, 7773, 9691, 835, 7713, 6430, 7463, 933, 939, 927, 9691, 835, 7713, 6430, 7463, 933, 939, 927, 9691, 832, 7780, 6626, 934, 7773, 9691, 835, 7713, 6430, 7463, 933, 939, 927, 9691, 833, 7783, 835, 7713, 6430, 7463, 933, 939, 927, 9691, 835, 7712, 8475, 7710, 754, 3356, 753, 757, 758, 4770, 856, 839, 7713, 6430, 7463, 933, 939, 927, 9691, 835, 7712, 8475, 7710, 754, 3356, 753, 757, 758, 4770, 856, 839, 7713, 6430, 7463, 933, 939, 927, 9691, 835, 7713, 6430, 7463, 933, 939, 927, 9691, 833, 7783, 835, 7713, 6430, 7463, 933, 939, 927, 9691, 835, 7713, 6430, 7463, 933, 939, 927, 9691, 834, 9691, 835, 7713, 6430, 7463, 933, 939, 927, 9691, 835, 7713, 6430, 7463, 933, 939, 927, 9691, 833, 7782, 837, 7866, 7861, 852, 855, 7874, 758, 4770, 856, 839, 7713, 6430, 7463, 933, 939, 927, 9691, 835, 7712];[9691, 9691, 832, 832, 832, 832, 832, 937, 6414, 9691, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 835, 835, 835, 835, 835, 835, 835, 835, 835, 835, 835, 835, 835, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 835, 835, 835, 835, 835, 7783, 7783, 7783, 7783, 7783, 835, 835, 835, 835, 835, 835, 835, 835, 835, 839, 839, 839, 839, 835, 835, 835, 835, 835, 839, 839, 839, 835, 835, 835, 835, 9691, 9691, 833, 833, 835, 835, 835, 835, 835, 835, 835, 835, 835, 834, 834, 834, 834, 834, 834, 835, 835, 835, 835, 835, 835, 835, 835, 9691, 9691, 9691, 9691, 9691, 9691, 839, 839, 839, 839, 839, 835, 835, 835, 835, 835, 7712, 7712, 7712, 7712, 7712, 7712, 7712, 7712, 7712, 7712, 7712, 7712, 7712]
105;[];[]
106;[10367, 50, 56, 58, 23, 21, 5016, 32, 6745, 1055, 28, 25, 5644, 1048, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5116, 704, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1478, 1480, 3446, 1487, 701, 3492, 7208, 7617, 698, 11033, 699, 2491, 683, 684, 2443, 2481, 2479];[10367, 10367, 10367, 10367, 50, 50, 56, 56, 56, 23, 21, 21, 21, 21, 5016, 5016, 5016, 5016, 5016, 5644, 5644, 1048, 62, 2377, 725, 714, 704, 711, 1729, 3453, 3451, 1480, 1487, 3492, 7617, 699, 684, 684, 2481, 2481, 2481, 2479]
107;[6835, 6411, 2226, 2222, 6236, 11054, 5152, 4837, 6279, 11060, 6364, 6402, 6408, 8569, 6837, 6836, 6845, 6852, 6872, 6882, 6891, 6898, 10513, 6897, 6892, 6890, 6893, 6895, 6889, 6887, 6883, 9042, 2339, 2342, 1200, 1183, 6875, 1178, 4823, 3089, 3087, 3083, 450, 1185, 9422, 5579, 5564, 10515, 10517, 5552, 820, 9204, 5591, 5585, 5598, 5575, 5586, 7235, 5565, 5570, 5584, 10487, 5572, 9384, 10189, 10188, 1321, 1331, 896, 10193, 1341, 10185, 10195, 579, 10183, 893, 10709, 10708, 10176, 10178, 10485, 9203, 8480, 10082, 2329, 6995, 762, 9060, 7873, 8458, 8478, 7874, 758, 4770, 856, 839, 7712, 8475, 7710, 755, 3351, 940, 30, 28, 25, 5643, 7811, 5640, 5646, 5639, 6753, 6750, 6751, 7815, 6432];[6835, 6835, 6898, 10513, 10513, 10513, 6897, 6892, 6887, 2339, 2342, 1200, 6875, 3083, 450, 9422, 10515, 10515, 5552, 5591, 5575, 5565, 1321, 896, 10193, 10185, 579, 10709, 10709, 10708, 10176, 10178, 10485, 8480, 6995, 6995, 6995, 9060, 7873, 7873, 7873, 7873, 7874, 7874, 758, 839, 839, 839, 7712, 7712, 8475, 8475, 8475, 7710, 7710, 755, 3351, 940, 7811, 5646, 6753, 6750, 7815, 6432]
108;[1845, 2302, 9640, 1892, 2009, 1692, 2263, 2273, 2275, 9646, 1890, 7990, 7992, 599, 645, 646, 598, 596, 592, 589, 8374, 10936, 2937, 2942, 2784, 319, 363, 2773, 7440, 2775, 7439, 2771, 364, 320, 322, 2947];[1845, 1845, 2009, 1692, 2275, 2275, 9646, 1890, 7990, 7990, 7992, 598, 592, 589, 2937, 319, 319, 319, 7440, 7439, 7439, 7439, 7439, 7439, 7439, 7439, 7439, 7439, 7439, 2771, 320, 2947]
109;[835, 7712, 8475, 7710, 755, 3351, 940, 31, 92, 7797, 90, 3099, 3095, 3100, 3109, 3105, 3097, 10673, 7051, 4511, 1042, 875, 886, 873, 8701, 2362, 1854, 905, 10409, 10412, 10410, 625, 624, 8002, 8261, 5108, 6, 7995, 7536, 147, 1107, 5185, 7528, 8599, 7530, 7540, 7527, 6648, 7608, 7602, 1124, 6649, 9542, 6653, 1116, 1113, 8441, 6633, 8442, 6634, 5713, 8157, 5700, 542, 6484, 6640, 1079, 6639, 6501, 9842, 6505, 6508, 6522, 6526, 6528, 6534, 1079, 6639, 6501, 9842, 6503, 6498, 6491, 6495, 8389, 8386, 6471, 7275, 4650, 4849, 8352, 4655, 9887, 8102, 4658, 1003, 1002, 998, 997, 994, 1014, 7649, 7648, 7647, 2645, 7646, 7640, 9656, 10705, 2636, 5352, 8330, 10482, 5366, 314, 315, 317, 6590, 8277, 6589, 8276, 6582, 8291, 6572, 6571, 6548, 6547, 6532, 6516, 997, 994, 1014, 7649, 7648, 7647, 2645, 7646, 7640, 9656, 10705, 2636, 5352, 8330, 10482, 5366, 314, 315, 317, 6591, 6588, 6585];[835, 835, 7712, 8475, 7710, 7710, 7710, 755, 3351, 940, 31, 31, 92, 90, 3099, 10673, 1042, 873, 2362, 905, 10409, 10410, 624, 8002, 8261, 6, 7995, 7536, 1107, 6633, 6640, 6534, 8276, 6585, 6585]
110;[];[]
111;[1050, 1158, 714, 5116, 704, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1477, 2422, 2423, 1482, 2594, 1476, 2425, 2451, 2417, 1474, 1488, 1490, 1485, 2590, 5102, 2448, 7449, 1482, 2594, 1476, 2427, 187];[1050, 1158, 714, 704, 711, 5680, 10442, 3453, 1477, 2422, 2594, 1476, 2451, 2451, 2451, 2451, 2451, 2451, 2417, 1488, 2590, 2448, 1482, 2594, 2427, 187, 187]
112;[];[]
113;[3147, 3169, 910, 3165, 912, 3162, 566, 10565, 3194, 3195, 7480, 3295, 10563, 3175, 1967, 8323, 8320, 567, 571, 10416, 736, 3128];[3147, 3169, 912, 912, 3162, 3195, 8323, 8320, 567, 571, 10416, 736, 3128, 3128, 3128, 3128]
114;[954];[954]
115;[732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7682, 7686, 8752, 940, 31, 92, 7797, 90, 3099, 3095, 3100, 3109, 3105, 3097, 10673, 7051, 4511, 1042, 875, 886, 873, 8701, 2362, 1854, 905, 10409, 10412, 10411, 636, 626, 639, 2093, 7424, 2138, 2102, 2322, 2100, 10964, 2134, 2802, 9600, 2318, 8515, 8519, 2316, 2314];[732, 7809, 7809, 7807, 940, 31, 7797, 90, 90, 90, 3095, 3095, 10673, 875, 886, 873, 905, 905, 10412, 636, 639, 2138, 2322, 2322, 2100, 2318, 8519, 2316, 2316, 2316, 2316, 2316, 2316, 2316, 2316, 2316, 2316, 2314]
116;[7953, 10560, 7956, 47, 37, 41, 60, 10013, 866, 5685, 870, 10367];[7953, 7953, 10560, 10560, 47, 47, 37, 60, 60, 10013, 10013, 10013, 866, 870, 10367]
117;[];[]
118;[];[]
119;[896, 10193, 1341, 10185, 10195, 579, 10183, 893, 10709, 10708, 10176, 10178, 10485, 9203, 8480, 10082, 2329, 6996, 861, 8738, 6990, 965, 851, 8224, 8219, 8225];[896, 10185, 893, 10176, 10485, 10082, 8738, 6990, 965, 851, 851, 8219, 8219, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225, 8225]
120;[18, 20, 8158, 8162, 8161, 56, 58, 23, 22];[18, 18, 8158, 8161, 56, 56, 58, 23, 22, 22]
121;[90, 3099, 3095, 3100, 3109, 3105, 3097, 10673, 7051, 4511, 1042, 875, 886, 873, 8701, 2362, 1854, 905, 10409, 10412, 10410, 625, 624, 8002, 8261, 5108, 6, 7995, 7536, 147, 1107, 5185, 7528, 8599, 7530, 7540, 7527, 6648, 7608, 7602, 1124, 6649, 9542, 6653, 1116, 1111, 9537, 6634, 5713, 8157, 5700, 542, 6484, 6640, 1078, 6592, 152, 8601];[90, 3099, 3095, 10673, 4511, 875, 873, 8701, 8701, 1854, 905, 905, 10412, 10410, 624, 8002, 8002, 8261, 5108, 6, 7536, 7536, 5185, 152, 8601, 8601, 8601]
122;[835, 7712, 8475, 7710, 755, 3351, 940, 30, 28, 25, 5644, 1047, 69, 64, 7818, 728, 918, 3375, 8073, 8068, 8064, 8075, 8083, 8125, 8070, 8464, 3415, 236, 231, 3420, 3433, 8447, 8444, 8446, 3432, 3423, 233, 234, 3414, 8461, 3418, 237, 483, 1060, 8473, 7828, 7706, 8775, 8779, 245, 7911, 774, 8457, 8623, 830, 8243, 10259, 925, 10273, 6412, 931, 939];[835, 835, 7712, 8475, 7710, 7710, 7710, 3351, 940, 940, 940, 28, 69, 7818, 728, 728, 918, 3375, 8068, 8075, 8075, 8075, 8083, 8083, 3415, 231, 8447, 8447, 8447, 8447, 8447, 8447, 233, 3414, 3414, 3418, 3418, 3418, 3418, 237, 483, 483, 1060, 7828, 245, 774, 8623, 8243, 10273, 931, 939]
